{ _pinturaperfis   // Cor Pintura Perfil
   *AZZERA*            =0
   DESCRIZIONE         =Cor Pintura Perfil
   ALIAS               =
   OBBLIGATO           =False
   CLASSE              =^3;6;120;120;3,7;#FOTO\MADEIRA\;2;3;;;1;
   MEMO                =1Código 1800Descrição 5250Preview 4725material base 2115cod pintura 1200LITRO PINTURA POR ML 3225rgb 1200COLUNA 6 = QUANTIDADE EM LITROS DE ACORDO COM METRO LINEAR UTILIZADO

   { 
      //       ,Descrição        ,Preview                           ,mate,cod pi,LITRO ,rgb
      005.215  ,3040 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,56;150;125
      005.216  ,3040 G           ,001.jpg                           ,4   ,4458  ,0.002 ,71;149;114
      005.217  ,3040 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,85;151;106
      005.218  ,3040 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,99;152;100
      005.219  ,3040 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,113;153;93
      005.220  ,3040 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,133;155;89
      005.221  ,3040 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,142;156;84
      005.222  ,3040 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,152;157;79
      005.223  ,3040 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,157;155;79
      005.224  ,3040 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,167;156;74
      005.225  ,3040 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,174;153;74
      005.226  ,3040 R           ,001.jpg                           ,4   ,4458  ,0.002 ,181;100;104
      005.227  ,3040 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,174;95;106
      005.228  ,3040 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,173;94;116
      005.229  ,3040 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,167;96;131
      005.230  ,3040 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,160;99;145
      005.231  ,3040 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,151;106;156
      005.232  ,3040 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,126;108;164
      005.233  ,3040 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,107;120;174
      005.234  ,3040 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,89;121;173
      005.235  ,3040 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,77;130;173
      005.236  ,3040 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,180;151;75
      005.237  ,3040 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,188;148;75
      005.238  ,3040 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,190;139;73
      005.239  ,3040 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,191;131;75
      005.240  ,3040 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,193;125;76
      005.241  ,3040 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,194;120;80
      005.242  ,3040 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,194;115;83
      005.243  ,3040 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,188;110;86
      005.244  ,3040 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,188;105;92
      005.245  ,3040 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,182;99;93
      005.246  ,3050 B           ,001.jpg                           ,4   ,4458  ,0.002 ,0;119;161
      005.247  ,3050 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;127;156
      005.248  ,3050 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,1;132;152
      005.249  ,3050 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;132;145
      005.250  ,3050 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;136;143
      005.251  ,3050 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,1;135;136
      005.252  ,3050 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,1;136;130
      005.253  ,3050 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;137;123
      005.254  ,3050 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;137;121
      005.255  ,3050 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;142;114
      005.256  ,3050 G           ,001.jpg                           ,4   ,4458  ,0.002 ,0;139;100
      005.257  ,3050 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,48;140;88
      005.258  ,3050 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,79;143;82
      005.259  ,3050 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,97;141;69
      005.260  ,3050 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,116;143;63
      005.261  ,3050 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,135;148;62
      005.262  ,3050 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,144;149;54
      005.263  ,3050 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,149;148;52
      005.264  ,3050 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,162;151;53
      005.265  ,3050 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,167;145;49
      005.266  ,3050 R           ,001.jpg                           ,4   ,4458  ,0.002 ,171;75;83
      005.267  ,3050 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,167;66;87
      005.268  ,3050 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,167;66;100
      005.269  ,3050 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,163;67;112
      005.270  ,3050 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,147;68;127
      005.271  ,3050 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,139;79;146
      005.272  ,3050 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,112;87;159
      005.273  ,3050 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,84;95;165
      005.274  ,3050 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,56;101;165
      005.275  ,3050 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,37;113;168
      005.276  ,3050 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,174;139;47
      005.277  ,3050 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;138;51
      005.278  ,3050 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,190;132;54
      005.279  ,3050 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,192;122;58
      005.280  ,3050 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,194;117;60
      005.281  ,3050 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;104;61
      005.282  ,3050 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,182;97;60
      005.283  ,3050 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,180;89;63
      005.284  ,3050 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,176;82;69
      005.285  ,3050 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,177;81;74
      005.286  ,3055 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;128;131
      005.287  ,3055 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,149;34;95
      005.288  ,3055 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,136;47;112
      005.289  ,3055 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,131;63;135
      005.290  ,3060 B           ,001.jpg                           ,4   ,4458  ,0.002 ,0;104;152
      005.291  ,3060 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,2;112;149
      005.292  ,3060 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;113;138
      005.293  ,3060 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;122;139
      005.294  ,3060 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;125;133
      005.295  ,3060 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;119;107
      005.296  ,3060 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;125;93
      005.297  ,3060 G           ,001.jpg                           ,4   ,4458  ,0.002 ,0;123;76
      005.298  ,3060 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,0;130;68
      005.299  ,3060 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,48;132;58
      005.300  ,3060 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,84;134;45
      005.301  ,3060 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,107;136;39
      005.302  ,3060 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,123;139;29
      005.303  ,3060 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,138;145;33
      005.304  ,3060 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,151;148;33
      005.305  ,3060 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,155;143;28
      005.306  ,3060 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,161;141;17
      005.307  ,3060 R           ,001.jpg                           ,4   ,4458  ,0.002 ,148;35;51
      005.308  ,3060 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,150;20;58
      005.309  ,3060 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,144;20;72
      005.310  ,3060 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,64;73;157
      005.311  ,3060 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,2;79;154
      005.312  ,3060 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,0;94;159
      005.313  ,3060 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,175;139;31
      005.314  ,3060 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;135;26
      005.315  ,3060 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,188;125;31
      005.316  ,3060 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,190;111;27
      005.317  ,3060 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;100;40
      005.318  ,3060 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,183;93;36
      005.319  ,3060 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,182;84;36
      005.320  ,3060 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,171;71;43
      005.321  ,3060 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,169;63;48
      005.322  ,3060 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,161;52;50
      005.323  ,3065 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,0;119;50
      005.324  ,3065 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,96;129;25
      005.325  ,3065 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,115;135;8
      005.326  ,3065 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,137;142;24
      005.327  ,3065 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,0;78;152
      005.328  ,3065 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,188;121;18
      005.329  ,3500 N           ,001.jpg                           ,4   ,4458  ,0.002 ,168;165;163
      005.330  ,3502 B           ,001.jpg                           ,4   ,4458  ,0.002 ,156;161;163
      005.331  ,3502 G           ,001.jpg                           ,4   ,4458  ,0.002 ,158;161;159
      005.332  ,3502 R           ,001.jpg                           ,4   ,4458  ,0.002 ,167;162;160
      005.333  ,3502 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,167;163;155
      005.334  ,3555 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,1;118;112
      005.335  ,3555 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;117;98
      005.336  ,3555 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,81;51;125
      005.337  ,3560 GAC         ,001.jpg                           ,4   ,4458  ,      ,0;108;54
      005.338  ,3560 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,30;117;50
      005.339  ,3560 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,73;121;46
      005.340  ,3560 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,93;123;36
      005.341  ,3560 G40YAC      ,001.jpg                           ,4   ,4458  ,      ,113;128;32
      005.342  ,3560 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,126;131;27
      005.343  ,3560 G60YAC      ,001.jpg                           ,4   ,4458  ,      ,129;127;0
      005.344  ,3560 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,130;17;35
      005.345  ,3560 RAC         ,001.jpg                           ,4   ,4458  ,      ,0;65;140
      005.346  ,3560 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,0;74;140
      005.347  ,3560 R90BAC      ,001.jpg                           ,4   ,4458  ,      ,162;126;12
      005.348  ,3560 YAC         ,001.jpg                           ,4   ,4458  ,      ,170;110;15
      005.349  ,3560 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,168;95;2
      005.350  ,3560 Y30RAC      ,001.jpg                           ,4   ,4458  ,      ,172;91;23
      005.351  ,3560 Y40RAC      ,001.jpg                           ,4   ,4458  ,      ,169;84;33
      005.352  ,3560 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,163;70;26
      005.353  ,3560 Y60RAC      ,001.jpg                           ,4   ,4458  ,      ,158;57;30
      005.354  ,3560 Y70RAC      ,001.jpg                           ,4   ,4458  ,      ,149;49;40
      005.355  ,3560 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,137;38;38
      005.356  ,3560 Y90RAC      ,001.jpg                           ,4   ,4458  ,      ,153;153;152
      005.357  ,4000 NAC         ,001.jpg                           ,4   ,4458  ,      ,136;147;149
      005.358  ,4005 B20GAC      ,001.jpg                           ,4   ,4458  ,      ,142;152;149
      005.359  ,4005 B80GAC      ,001.jpg                           ,4   ,4458  ,      ,145;152;143
      005.360  ,4005 G20YAC      ,001.jpg                           ,4   ,4458  ,      ,150;151;136
      005.361  ,4005 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,152;150;133
      005.362  ,4005 G80YAC      ,001.jpg                           ,4   ,4458  ,      ,153;143;144
      005.363  ,4005 R20BAC      ,001.jpg                           ,4   ,4458  ,      ,150;146;152
      005.364  ,4005 R50BAC      ,001.jpg                           ,4   ,4458  ,      ,143;149;156
      005.365  ,4005 R80BAC      ,001.jpg                           ,4   ,4458  ,      ,160;148;131
      005.366  ,4005 Y20RAC      ,001.jpg                           ,4   ,4458  ,      ,158;145;134
      005.367  ,4005 Y50RAC      ,001.jpg                           ,4   ,4458  ,      ,160;147;142
      005.368  ,4005 Y80RAC      ,001.jpg                           ,4   ,4458  ,      ,128;145;151
      005.369  ,4010 B10GAC      ,001.jpg                           ,4   ,4458  ,      ,127;146;148
      005.370  ,4010 B30GAC      ,001.jpg                           ,4   ,4458  ,      ,131;148;147
      005.371  ,4010 B50GAC      ,001.jpg                           ,4   ,4458  ,      ,128;149;145
      005.372  ,4010 B70GAC      ,001.jpg                           ,4   ,4458  ,      ,127;150;142
      005.373  ,4010 B90GAC      ,001.jpg                           ,4   ,4458  ,      ,132;149;134
      005.374  ,4010 G10YAC      ,001.jpg                           ,4   ,4458  ,      ,138;148;129
      005.375  ,4010 G30YAC      ,001.jpg                           ,4   ,4458  ,      ,146;149;130
      005.376  ,4010 G50YAC      ,001.jpg                           ,4   ,4458  ,      ,152;151;127
      005.377  ,4010 G70YAC      ,001.jpg                           ,4   ,4458  ,      ,154;147;121
      005.378  ,4010 G90YAC      ,001.jpg                           ,4   ,4458  ,      ,160;136;138
