{ _pinturaperfis   // Cor Pintura Perfil
   *AZZERA*            =0
   DESCRIZIONE         =Cor Pintura Perfil
   ALIAS               =
   OBBLIGATO           =False
   CLASSE              =^3;6;120;120;3,7;#FOTO\MADEIRA\;2;3;;;1;
   MEMO                =1Código 1800Descrição 5250Preview 4725material base 2115cod pintura 1200LITRO PINTURA POR ML 3225rgb 1200COLUNA 6 = QUANTIDADE EM LITROS DE ACORDO COM METRO LINEAR UTILIZADO

   { 
      //       ,Descrição        ,Preview                           ,mate,cod pi,LITRO ,rgb
      005.1749 ,2040 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,75;173;177
      005.175  ,2040 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,77;173;172
      005.1750 ,2040 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,67;177;171
      005.1751 ,2040 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,66;172;160
      005.1752 ,2040 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,75;177;158
      005.1753 ,2040 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,82;174;148
      005.1754 ,2040 G           ,001.jpg                           ,4   ,4458  ,0.002 ,95;176;140
      005.1755 ,2040 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,109;178;130
      005.1756 ,2040 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,124;176;123
      005.1757 ,2040 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,135;177;112
      005.1758 ,2040 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,153;177;103
      005.1759 ,2040 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,165;181;103
      005.176  ,2040 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,175;182;100
      005.1760 ,2040 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,184;183;94
      005.1761 ,2040 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,193;184;93
      005.1762 ,2040 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,202;184;96
      005.1763 ,2040 R           ,001.jpg                           ,4   ,4458  ,0.002 ,208;122;125
      005.1764 ,2040 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,203;120;135
      005.1765 ,2040 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,201;120;144
      005.1766 ,2040 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,195;122;156
      005.1767 ,2040 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,183;127;171
      005.1768 ,2040 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,171;131;181
      005.1769 ,2040 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,156;139;193
      005.177  ,2040 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,134;145;200
      005.1770 ,2040 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,117;150;198
      005.1771 ,2040 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,107;156;197
      005.1772 ,2040 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,211;181;96
      005.1773 ,2040 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,213;172;92
      005.1774 ,2040 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,221;165;90
      005.1775 ,2040 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,220;157;93
      005.1776 ,2040 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,221;148;93
      005.1777 ,2040 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,218;141;94
      005.1778 ,2040 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,218;136;101
      005.1779 ,2040 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,215;133;106
      005.178  ,2040 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,216;128;113
      005.1780 ,2040 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,209;126;121
      005.1781 ,2050 B           ,001.jpg                           ,4   ,4458  ,0.002 ,36;149;190
      005.1782 ,2050 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;152;182
      005.1783 ,2050 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;155;176
      005.1784 ,2050 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;161;174
      005.1785 ,2050 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;163;169
      005.1786 ,2050 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;160;159
      005.1787 ,2050 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;163;156
      005.1788 ,2050 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;167;154
      005.1789 ,2050 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;167;145
      005.179  ,2050 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,21;167;136
      005.1790 ,2050 G           ,001.jpg                           ,4   ,4458  ,0.002 ,50;166;121
      005.1791 ,2050 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,77;167;113
      005.1792 ,2050 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,99;168;99
      005.1793 ,2050 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,122;167;88
      005.1794 ,2050 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,142;170;81
      005.1795 ,2050 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,156;173;81
      005.1796 ,2050 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,168;177;77
      005.1797 ,2050 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,183;184;77
      005.1798 ,2050 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,184;176;70
      005.1799 ,2050 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,196;176;71
      005.180  ,2050 R           ,001.jpg                           ,4   ,4458  ,0.002 ,205;101;108
      005.1800 ,2050 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,197;97;113
      005.1801 ,2050 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,202;96;131
      005.1802 ,2050 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,191;98;142
      005.1803 ,2050 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,178;99;160
      005.1804 ,2050 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,164;110;176
      005.1805 ,2050 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,139;115;185
      005.1806 ,2050 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,112;127;193
      005.1807 ,2050 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,89;131;196
      005.1808 ,2050 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,58;140;195
      005.1809 ,2050 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,204;173;71
      005.181  ,2050 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,214;165;70
      005.1810 ,2050 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,217;155;68
      005.1811 ,2050 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,219;146;70
      005.1812 ,2050 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,221;140;76
      005.1813 ,2050 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,218;128;77
      005.1814 ,2050 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,214;121;82
      005.1815 ,2050 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,212;113;85
      005.1816 ,2050 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,210;109;92
      005.1817 ,2050 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,207;105;98
      005.1818 ,2055 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;145;178
      005.1819 ,2060 B           ,001.jpg                           ,4   ,4458  ,0.002 ,0;135;189
      005.182  ,2060 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;150;151
      005.1820 ,2060 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;157;142
      005.1821 ,2060 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;155;116
      005.1822 ,2060 G           ,001.jpg                           ,4   ,4458  ,0.002 ,0;159;107
      005.1823 ,2060 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,22;157;93
      005.1824 ,2060 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,75;159;79
      005.1825 ,2060 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,108;161;70
      005.1826 ,2060 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,130;163;60
      005.1827 ,2060 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,146;166;54
      005.1828 ,2060 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,163;172;47
      005.1829 ,2060 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,174;173;45
      005.183  ,2060 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,185;173;43
      005.1830 ,2060 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,195;169;38
      005.1831 ,2060 R           ,001.jpg                           ,4   ,4458  ,0.002 ,192;71;81
      005.1832 ,2060 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,188;62;91
      005.1833 ,2060 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,186;63;106
      005.1834 ,2060 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,184;68;126
      005.1835 ,2060 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,169;73;143
      005.1836 ,2060 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,98;106;189
      005.1837 ,2060 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,58;116;193
      005.1838 ,2060 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,0;122;189
      005.1839 ,2060 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,200;163;33
      005.184  ,2060 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,214;161;47
      005.1840 ,2060 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,216;148;46
      005.1841 ,2060 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,215;135;52
      005.1842 ,2060 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,211;120;49
      005.1843 ,2060 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,210;111;54
      005.1844 ,2060 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,211;105;60
      005.1845 ,2060 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,204;95;65
      005.1846 ,2060 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,204;84;70
      005.1847 ,2060 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,198;78;75
      005.1848 ,2065 B           ,001.jpg                           ,4   ,4458  ,0.002 ,0;120;174
      005.1849 ,2065 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,172;28;91
      005.185  ,2065 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,0;112;187
      005.1850 ,2070 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,45;151;58
      005.1851 ,2070 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,93;155;46
      005.1852 ,2070 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,115;154;33
      005.1853 ,2070 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,135;159;17
      005.1854 ,2070 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,155;164;0
      005.1855 ,2070 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,167;168;12
      005.1856 ,2070 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,179;164;0
      005.1857 ,2070 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,188;161;0
      005.1858 ,2070 R           ,001.jpg                           ,4   ,4458  ,0.002 ,177;25;52
      005.1859 ,2070 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,166;10;61
      005.186  ,2070 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,200;160;0
      005.1860 ,2070 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,29;100;16
      005.1861 ,2070 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,212;137;2
      005.1862 ,2070 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,215;127;28
      005.1863 ,2070 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,211;111;35
      005.1864 ,2070 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,211;101;31
      005.1865 ,2070 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,202;87;36
      005.1866 ,2070 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,199;73;41
      005.1867 ,2070 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,189;58;46
      005.1868 ,2070 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,184;51;52
      005.1869 ,2075 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,12;147;46
      005.187  ,2075 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,74;148;20
      005.1870 ,2075 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,203;81;27
      005.1871 ,2075 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,192;68;38
      005.1872 ,2500 N           ,001.jpg                           ,4   ,4458  ,0.002 ,189;187;185
      005.1873 ,2502 B           ,001.jpg                           ,4   ,4458  ,0.002 ,178;183;185
      005.1874 ,2502 G           ,001.jpg                           ,4   ,4458  ,0.002 ,180;183;179
      005.1875 ,2502 R           ,001.jpg                           ,4   ,4458  ,0.002 ,190;183;184
      005.1876 ,2502 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,187;184;175
      005.1877 ,2555 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;138;162
      005.1878 ,2555 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;145;159
      005.1879 ,2555 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;141;148
      005.188  ,2555 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;147;140
      005.1880 ,2555 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,0;147;126
      005.1881 ,2565 G           ,001.jpg                           ,4   ,4458  ,0.002 ,0;137;79
      005.1882 ,2565 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,0;86;170
      005.1883 ,2570 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,0;133;36
      005.1884 ,2570 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,81;141;40
      005.1885 ,2570 R           ,001.jpg                           ,4   ,4458  ,0.002 ,147;3;33
      005.1886 ,2570 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,199;115;0
      005.1887 ,2570 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,199;101;13
      005.1888 ,2570 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,193;90;19
      005.1889 ,2570 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,187;74;18
      005.189  ,2570 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,176;61;33
      005.1890 ,2570 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,170;42;30
      005.1891 ,2570 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,163;36;37
      005.1892 ,3000 N           ,001.jpg                           ,4   ,4458  ,0.002 ,178;176;174
      005.1893 ,3005 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,160;171;173
      005.1894 ,3005 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,160;171;167
      005.1895 ,3005 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,167;173;165
      005.1896 ,3005 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,170;172;159
      005.1897 ,3005 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,179;177;161
      005.1898 ,3005 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,180;168;170
      005.1899 ,3005 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,171;167;173
      005.190  ,3005 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,166;172;177
      005.1900 ,3005 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,182;169;152
      005.1901 ,3005 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,181;165;153
      005.1902 ,3005 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,183;168;161
      005.1903 ,3010 B           ,001.jpg                           ,4   ,4458  ,0.002 ,150;166;173
      005.1904 ,3010 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,149;166;171
      005.1905 ,3010 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,148;170;172
      005.1906 ,3010 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,147;167;167
      005.1907 ,3010 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,151;170;166
      005.1908 ,3010 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,155;173;165
      005.1909 ,3010 G           ,001.jpg                           ,4   ,4458  ,0.002 ,151;170;159
      005.191  ,3010 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,153;170;154
      005.1910 ,3010 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,155;170;154
      005.1911 ,3010 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,164;174;155
      005.1912 ,3010 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,164;171;149
      005.1913 ,3010 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,165;171;147
      005.1914 ,3010 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,170;173;148
      005.1915 ,3010 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,172;173;146
      005.1916 ,3010 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,176;171;146
      005.1917 ,3010 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,176;168;140
      005.1918 ,3010 R           ,001.jpg                           ,4   ,4458  ,0.002 ,180;154;153
      005.1919 ,3010 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,180;158;159
      005.192  ,3010 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,179;158;162
      005.1920 ,3010 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,175;155;163
      005.1921 ,3010 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,170;157;167
      005.1922 ,3010 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,170;160;173
      005.1923 ,3010 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,163;162;175
      005.1924 ,3010 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,162;166;177
      005.1925 ,3010 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,152;162;174
      005.1926 ,3010 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,151;165;176
      005.1927 ,3010 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,183;169;139
      005.1928 ,3010 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,184;169;141
      005.1929 ,3010 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,183;166;140
      005.193  ,3010 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,187;164;139
      005.1930 ,3010 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,187;160;138
      005.1931 ,3010 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,189;163;144
      005.1932 ,3010 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;157;141
      005.1933 ,3010 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,184;157;145
      005.1934 ,3010 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,183;157;148
      005.1935 ,3010 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,182;158;152
      005.1936 ,3020 B           ,001.jpg                           ,4   ,4458  ,0.002 ,126;154;170
      005.1937 ,3020 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,121;159;171
      005.1938 ,3020 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,124;165;171
      005.1939 ,3020 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,121;163;164
      005.194  ,3020 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,124;166;165
      005.1940 ,3020 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,121;163;159
      005.1941 ,3020 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,120;164;157
      005.1942 ,3020 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,121;164;150
      005.1943 ,3020 G           ,001.jpg                           ,4   ,4458  ,0.002 ,126;164;143
      005.1944 ,3020 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,140;167;143
      005.1945 ,3020 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,139;165;135
      005.1946 ,3020 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,148;166;132
      005.1947 ,3020 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,153;165;126
      005.1948 ,3020 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,162;170;126
      005.1949 ,3020 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,163;166;124
      005.195  ,3020 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,167;165;122
      005.1950 ,3020 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,174;166;121
      005.1951 ,3020 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,178;165;117
      005.1952 ,3020 R           ,001.jpg                           ,4   ,4458  ,0.002 ,181;139;139
      005.1953 ,3020 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,180;139;144
      005.1954 ,3020 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,178;139;150
      005.1955 ,3020 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,170;138;154
      005.1956 ,3020 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,167;139;159
      005.1957 ,3020 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,165;146;170
      005.1958 ,3020 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,153;146;172
      005.1959 ,3020 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,143;150;174
      005.196  ,3020 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,136;151;175
      005.1960 ,3020 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,130;153;175
      005.1961 ,3020 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,181;164;117
      005.1962 ,3020 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,188;161;118
      005.1963 ,3020 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,186;155;113
      005.1964 ,3020 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,190;153;115
      005.1965 ,3020 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,187;146;115
      005.1966 ,3020 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,197;150;122
      005.1967 ,3020 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,188;145;123
      005.1968 ,3020 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,194;146;129
      005.1969 ,3020 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,187;141;131
      005.197  ,3020 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;138;132
      005.1970 ,3030 B           ,001.jpg                           ,4   ,4458  ,0.002 ,99;143;169
      005.1971 ,3030 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,92;151;169
      005.1972 ,3030 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,95;155;162
      005.1973 ,3030 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,89;156;159
      005.1974 ,3030 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,94;158;158
      005.1975 ,3030 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,85;157;152
      005.1976 ,3030 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,88;157;148
      005.1977 ,3030 B90G        ,001.jpg                           ,4   ,4458  ,0.002 ,92;157;137
      005.1978 ,3030 G           ,001.jpg                           ,4   ,4458  ,0.002 ,101;156;130
      005.1979 ,3030 G10Y        ,001.jpg                           ,4   ,4458  ,0.002 ,113;161;125
      005.198  ,3030 G20Y        ,001.jpg                           ,4   ,4458  ,0.002 ,115;157;117
      005.1980 ,3030 G30Y        ,001.jpg                           ,4   ,4458  ,0.002 ,128;158;110
      005.1981 ,3030 G40Y        ,001.jpg                           ,4   ,4458  ,0.002 ,140;159;108
      005.1982 ,3030 G50Y        ,001.jpg                           ,4   ,4458  ,0.002 ,153;163;107
      005.1983 ,3030 G60Y        ,001.jpg                           ,4   ,4458  ,0.002 ,157;161;102
      005.1984 ,3030 G70Y        ,001.jpg                           ,4   ,4458  ,0.002 ,164;163;100
      005.1985 ,3030 G80Y        ,001.jpg                           ,4   ,4458  ,0.002 ,172;161;97
      005.1986 ,3030 G90Y        ,001.jpg                           ,4   ,4458  ,0.002 ,179;162;96
      005.1987 ,3030 R           ,001.jpg                           ,4   ,4458  ,0.002 ,182;119;122
      005.1988 ,3030 R10B        ,001.jpg                           ,4   ,4458  ,0.002 ,179;120;128
      005.1989 ,3030 R20B        ,001.jpg                           ,4   ,4458  ,0.002 ,176;117;136
      005.199  ,3030 R30B        ,001.jpg                           ,4   ,4458  ,0.002 ,175;121;144
      005.1990 ,3030 R40B        ,001.jpg                           ,4   ,4458  ,0.002 ,165;121;153
      005.1991 ,3030 R50B        ,001.jpg                           ,4   ,4458  ,0.002 ,156;127;164
      005.1992 ,3030 R60B        ,001.jpg                           ,4   ,4458  ,0.002 ,140;132;173
      005.1993 ,3030 R70B        ,001.jpg                           ,4   ,4458  ,0.002 ,127;136;174
      005.1994 ,3030 R80B        ,001.jpg                           ,4   ,4458  ,0.002 ,112;137;172
      005.1995 ,3030 R90B        ,001.jpg                           ,4   ,4458  ,0.002 ,108;144;177
      005.1996 ,3030 Y           ,001.jpg                           ,4   ,4458  ,0.002 ,182;157;97
      005.1997 ,3030 Y10R        ,001.jpg                           ,4   ,4458  ,0.002 ,191;157;100
      005.1998 ,3030 Y20R        ,001.jpg                           ,4   ,4458  ,0.002 ,187;147;93
      005.1999 ,3030 Y30R        ,001.jpg                           ,4   ,4458  ,0.002 ,194;144;97
      005.200  ,3030 Y40R        ,001.jpg                           ,4   ,4458  ,0.002 ,193;137;94
      005.201  ,3030 Y50R        ,001.jpg                           ,4   ,4458  ,0.002 ,197;135;98
      005.202  ,3030 Y60R        ,001.jpg                           ,4   ,4458  ,0.002 ,193;131;104
      005.203  ,3030 Y70R        ,001.jpg                           ,4   ,4458  ,0.002 ,191;125;104
      005.204  ,3030 Y80R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;119;108
      005.205  ,3030 Y90R        ,001.jpg                           ,4   ,4458  ,0.002 ,185;118;113
      005.206  ,3040 B           ,001.jpg                           ,4   ,4458  ,0.002 ,55;133;167
      005.207  ,3040 B10G        ,001.jpg                           ,4   ,4458  ,0.002 ,49;141;166
      005.208  ,3040 B20G        ,001.jpg                           ,4   ,4458  ,0.002 ,39;142;159
      005.209  ,3040 B30G        ,001.jpg                           ,4   ,4458  ,0.002 ,40;145;156
      005.210  ,3040 B40G        ,001.jpg                           ,4   ,4458  ,0.002 ,37;146;151
      005.211  ,3040 B50G        ,001.jpg                           ,4   ,4458  ,0.002 ,45;146;145
      005.212  ,3040 B60G        ,001.jpg                           ,4   ,4458  ,0.002 ,37;150;144
      005.213  ,3040 B70G        ,001.jpg                           ,4   ,4458  ,0.002 ,47;150;137
      005.214  ,3040 B80G        ,001.jpg                           ,4   ,4458  ,0.002 ,46;150;134
